task_id,data_id,stratum,sentence_type,n_spans,spans_json,text
520,0b8cd9525db64f618af4dca4601d0867-41,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 27, ""text"": ""Иногда я на грани отчаяния.""}]",Иногда я на грани отчаяния.
521,c74cd3dfae0b4b588e81f40e5cd892cc-2,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 54, ""text"": ""Жизнь в сером цвете я начала видеть после смерти отца.""}]",Жизнь в сером цвете я начала видеть после смерти отца.
522,bbc9197d015a40649df55945fefc0f3f-5,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 25, ""text"": ""Я сама для себя проблема.""}]",Я сама для себя проблема.
523,0ba7008a73044f459b67a868095622dd-13,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 38, ""text"": ""сколько пытался покончить с собой сам.""}]",сколько пытался покончить с собой сам.
524,5fd8448a83704ed7a289af17232caf16-3,presuicidal_short_simple,БСП,2,"[{""start"": 0, ""end"": 19, ""text"": ""У меня хороший муж.""}, {""start"": 20, ""end"": 60, ""text"": ""У меня вроде бы всё должно быть отлично.""}]",У меня хороший муж. У меня вроде бы всё должно быть отлично.
525,9128df3c69b843cfa3cd8810397d872d-0,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 32, ""text"": ""Лет с 11 я начала желать смерти.""}]",Лет с 11 я начала желать смерти.
526,de7a34bf25da48ffbf87fdb571aff824-0,presuicidal_short_simple,СПП,2,"[{""start"": 0, ""end"": 14, ""text"": ""никто: человек""}, {""start"": 15, ""end"": 61, ""text"": ""из-за которого ты ходила к психологу два года:""}]",никто: человек из-за которого ты ходила к психологу два года:
527,e23980ee6eec417a9d9d4d97b61026b0-1,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 18, ""text"": ""Я здесь новенькая!""}]",Я здесь новенькая!
528,6a20dbe52d1c4ae9929882810e6b5104-14,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 22, ""text"": ""Я так сильно люблю ее!""}]",Я так сильно люблю ее!
529,b076e85996d84c4a9fcde627337d92f1-0,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 40, ""text"": ""Моя семья меня уничтожает всю мою жизнь.""}]",Моя семья меня уничтожает всю мою жизнь.
530,9addd3377f0540bbb9cd92351cf6c457-94,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 44, ""text"": ""Я прибывю в постоянном стрессовом состоянии.""}]",Я прибывю в постоянном стрессовом состоянии.
531,bb93f62c0cec4d47892e7f5157413a27-3,presuicidal_short_simple,Не сложное,1,"[{""start"": 0, ""end"": 39, ""text"": ""Я последние два месяца думаю о суициде.""}]",Я последние два месяца думаю о суициде.
532,,solyanka_lenta_long,СПП,2,"[{""start"": 0, ""end"": 32, ""text"": ""В номинации «Самая странная вещь""}, {""start"": 34, ""end"": 112, ""text"": ""о которой я думаю до сих пор» победила картина «Книга Генри» Колина Треворроу.""}]","В номинации «Самая странная вещь, о которой я думаю до сих пор» победила картина «Книга Генри» Колина Треворроу."
533,,solyanka_lenta_long,Не сложное,1,"[{""start"": 0, ""end"": 172, ""text"": ""После ареста ему были предъявлены обвинения в двух эпизодах вооруженного нападенияс отягчающими обстоятельствами, в стрельбе по полицейским и угрозах пасынку и его друзьям.""}]","После ареста ему были предъявлены обвинения в двух эпизодах вооруженного нападенияс отягчающими обстоятельствами, в стрельбе по полицейским и угрозах пасынку и его друзьям."
534,,solyanka_lenta_long,СПП,5,"[{""start"": 0, ""end"": 19, ""text"": ""Все началось с того""}, {""start"": 21, ""end"": 58, ""text"": ""что сотрудник зверинца в городе Даббо""}, {""start"": 60, ""end"": 84, ""text"": ""которого называют Роджер""}, {""start"": 86, ""end"": 119, ""text"": ""пожаловался на странные инциденты""}, {""start"": 121, ""end"": 170, ""text"": ""которые стали происходить на территории зоопарка.""}]","Все началось с того, что сотрудник зверинца в городе Даббо, которого называют Роджер, пожаловался на странные инциденты, которые стали происходить на территории зоопарка."
535,,solyanka_lenta_long,Смешанного типа,4,"[{""start"": 0, ""end"": 35, ""text"": ""Читателей задумка привела в восторг""}, {""start"": 37, ""end"": 60, ""text"": ""«Это самая русская вещь""}, {""start"": 62, ""end"": 89, ""text"": ""которую я когда-либо читал»""}, {""start"": 91, ""end"": 106, ""text"": ""— отмечали они.""}]","Читателей задумка привела в восторг: «Это самая русская вещь, которую я когда-либо читал», — отмечали они."
536,,solyanka_lenta_long,СПП,3,"[{""start"": 0, ""end"": 3, ""text"": ""Тот""}, {""start"": 5, ""end"": 29, ""text"": ""кто оставил «сучий шрам»""}, {""start"": 31, ""end"": 144, ""text"": ""должен держать ответ перед криминальным миром за свои действия и доказать заслуженность столь сурового наказания.""}]","Тот, кто оставил «сучий шрам», должен держать ответ перед криминальным миром за свои действия и доказать заслуженность столь сурового наказания."
537,,solyanka_lenta_long,Смешанного типа,4,"[{""start"": 0, ""end"": 95, ""text"": ""Претензии к государствам-членам из-за недостаточных военных расходов и обвинения Германии в том""}, {""start"": 97, ""end"": 124, ""text"": ""что она — «пленница России»""}, {""start"": 126, ""end"": 153, ""text"": ""— не угроза выхода из блока""}, {""start"": 155, ""end"": 184, ""text"": ""пояснил собеседник агентства.""}]","Претензии к государствам-членам из-за недостаточных военных расходов и обвинения Германии в том, что она — «пленница России», — не угроза выхода из блока, пояснил собеседник агентства."
