text,spans,label
"С годами я приобрела сильнейшую социофобию, ненависть к себе, самоуничижение, литры слез.","[(0, 88, 'clause')]",
"Я боюсь себя, мне страшно оставаться одной в доме, из-за своего второго ""я"" были попытки суицида, оно остонавливало.","[(0, 12, 'clause'), (14, 49, 'clause'), (51, 96, 'clause'), (98, 115, 'clause')]",
На данный момент проблемы такие: из-за изгойства в школе у меня сейчас проблемы с социумом.,"[(0, 31, 'clause'), (33, 90, 'clause')]",
"Прошу, помогите, я устала так жить.","[(0, 5, 'clause'), (7, 15, 'clause'), (17, 34, 'clause')]",
"Чувствую себя овощем, надоело это сущесвование, ежедневные мысли о суициде.","[(0, 20, 'clause'), (22, 46, 'clause'), (48, 74, 'clause')]",
"Все было классно, я даже стал меньше ругаться я стал слушать ее.","[(0, 16, 'clause'), (18, 45, 'clause'), (46, 63, 'clause')]",
"В отсутствии компьютера я чувствую себя подавленно, впадаю в депрессию, становлюсь озлобленным.","[(0, 94, 'clause')]",
"У меня было 2 попытки суицида, любовь к подруге, которая меня бросила.","[(0, 47, 'clause'), (49, 69, 'clause')]",
"Для родителей я стал чужим человеком, сейчас я один на один со своими проблемами.","[(0, 36, 'clause'), (38, 80, 'clause')]",
"Я потеряла всю свою уверенность, радость жизни.","[(0, 46, 'clause')]",
"Серьезные мысли о суициде стали появляться после «первой любви», которой я в открытую был послан на три буквы.","[(0, 63, 'clause'), (65, 109, 'clause')]",
